,text,label
412,"RT : This kind of loss is unamginable. To all of you who choose to party, walk out of your home without a mask, disregard t…",0
413,"Were they the ones that let a pandemic run wild? Sent secret police after unarmed protestors? Or produced a bill that cut benefits for the poor and enriched wealthy donors? Naw, that was your team. We'll never forget or forgive you trunts that let it happen.",1
414,"How long has HCQ been used in USA? When did FDA approve it for other uses? When did patent run out on HCQ? Why are there hundreds of docs/medical professionals & patients reporting that it has saved lives, yet the media, CDC, WHO and FDA censor & REFUSE to acknowledge them?",0
415,Meanwhile in Georgia sleep away camp where scoresbof children got a healthy dose of optimism and sports also got the Covid virus and are now suffering more severe problems than adults. Your concern for children should first be health.,0
416,RT : NEWS: GOP Rep. Will Hurd told me today that he now doesn't know whether he'll vote for Trump this fall. When asked about d…,1
417,"RT : How sweet of Stephen Miller to hold on to his wife on a slippery surface, while holding an umbrella over her to shield h…",1
418,"RT : This kind of loss is unamginable. To all of you who choose to party, walk out of your home without a mask, disregard t…",1
419,The other day they forgot a whole part of my order. I'm trying to be like oh it's covid times but also I WANT MY FOOD I HAVE SO LITTLE I WANT RN,1
420,"RT : A new poll shows trust in the media during the COVID-19 crisis has plummeted, one of the very few businesses to have a decline i…",1
421,"RT : daily reminder that the government does not and has never given a shit about you, you are a pawn in their game for wealth and…",0
422,You need to worry less about people donating to you and start to voice your disapproval in the senate where they can’t agree on funding for the people during this pandemic it shows what kind of leaders we have in America when millions of people are going without do to the government,0
423,RT : The first 4 doctors to die of covid were Muslims. So many BAME key workers in the NHS & elsewhere have made the ultimate…,1
424,"Yeah. Taking out the group that trained scientist three months before a pandemic must of been horrible. Guess another 90 days of training would have helped, or maybe the 20% of pandemic program that was cut here wasn't working well since the article says it may not have helped.",0
425,"That narrative that people are getting positive results after scheduling but not taking covid tests. I’ve heard it on Facebook too and it’s never been verified or found to have happened, therefore it’s a hoax.",0
426,"Dany Shoham, a former Israeli military intelligence officer who has studied Chinese biological warfare, said the [Wuhan] institute is linked to Beijing’s covert bio-weapons program. What would he know?",1
427,"hey Ganit I loved your piece about switching barbers. So my old barber was good, but before covid I went to a new guy a couple of times at a new shop and loved it. Turns out my old barber now works at the shop my new guy is at. I want to go but how do I even begin...",0
428,"iOS 13 is required for ‌exposure notification‌ apps, as iOS 14 public beta does not support the API. FYI, Settings > Privacy > Health will show that COVID-19 Exposure Logging is off. You likely will be unable to turn it back on as the feature is ‘not available in your region’.",1
429,RT : I sometimes think we forget that this virus is nobody's fault and everybody is just doing the best they can to deal with it…,1
430,"Homeless people everywhere this shit don't make any damn sense at all , #COVID19 is an invisible killer while homelessness have been a ignored human issue far to long .their is a lot of fixing that should have been fixed in America .",1
431,RT : The first 4 doctors to die of covid were Muslims. So many BAME key workers in the NHS & elsewhere have made the ultimate…,0
432,"I think that HCQ should be available over the counter. Being that HCQ is one of the safest drugs in the World and that it has no scientific proof to be effective as a treatment or profaxias against Covid-19, there is no need to control its distribution and consumption.",0
433,"In every country in the world, COVID was not a political debate .... except in the US and Bresil. Trump and Bolsonaro are the same. MORONS",0
434,"Mail carriers are extremely backed up because of Covid. Unfortunately once Ipsy sends package out with the delivery team they can’t control the speed. Ipsy is great with keeping an eye if there is an actual problem with the delivery process, hold tight!",1
435,"Don't sweat it. You know where his energy is being spent. Golfing tomorrow, fund raiser in the evening, golfing on Sunday and in between...bitch tweeting to keep his white supremacist base happy. No COVID, No race relations...those are hard.",0
436,"but without everyone working together, i.e. masks that work, a national synchronized plan for testing, and correct social distancing..it’s just not going to go away without a cure or vaccine.",1
437,RT : I don’t really care if you want to give yourself a heart attack but it must be nice to make your own medical choices rather tha…,0
438,RT : Thousands headed to Brighton beach - despite the risk of #coronavirus - on the hottest day of the year so far. Read more: htt…,0
439,"Exactly, they’l be conked out their brains and wont be social distancing at all... but yaknow don’t meet your family cause you’l be the reason for another outbreak",0
440,RT : MLB Commissioner Rob Manfred warned union leader Tony Clark in a Friday call that if the league and players don't do a better job…,0
441,"Hell, they have enough money they could go on strike until change is made. It wasn’t hard for some to opt out of the season due to covid. Why can’t the opt out for change?",0
442,"...while his mismanagement of the pandemic, his incompetence is responsible for the deaths of over 150,000, a disproportionate number of which are elderly. He isn't protecting them. He's killing them.",1
443,Is it all about #Election2020 + #vaccines ? Has DC and CA done a sell-out - on the USA? #coronavirus #BLM #antifas #MailInVoting China ?,0
444,RT : Hey guys - I’m partnering w the to provide masks to kids in Arizona. Every $3 donated provides a mask to a kid (made…,1
445,"The inclusion of “multicultural” is obviously troubling, but I think it’s true that lack of consensus is taking a serious toll, including in the coronavirus response. Surely you agree that the type of “freedom” invoked by those refusing to wear masks isn’t true freedom?",1
446,"RT : This is a call to any comrades who may be around the Dallas Ft. Worth area, but I'm going to be on the streets tonight. I…",0
447,"He is not wrong about red states politics, however, it’s poor people who are suffering the consequences of this pandemic, since the rich can afford quality healthcare inside and outside their states.",1
448,"If Covid-19 really makes Trump a wartime president, instead of sharing videos from con artists pretending to be doctors on the front lines he should be calling out those fake doctors for stolen valor.",0
449,"RT : Question of the Day: What is a drug that has been used all over the world to treat malaria & has been effective, accord…",0
450,"Not sure about that. But certainly not in terms of actually reducing the spread of the pandemic. I'm not a doctor, but I look for effective outcomes. Duque has failed at every level.",0
451,"Trump held an event with law enforcement today, in Florida. NO MASKS, NO SOCIAL DISTANCING. In a hot spot. That’s how little Trump cares about people.",1
452,RT : The first 4 doctors to die of covid were Muslims. So many BAME key workers in the NHS & elsewhere have made the ultimate…,1
453,"RT : I don’t actually know you so i can’t really weigh in on the “kool”... however, what i do know is that if you wear the mask i…",0
454,RT : The words “Covid and Cambria” came to my head and I can’t stop laughing because stupid word play is how I cope with shit.,0
455,"You are an idiot - no one could’ve done what he has done amassing the COVID supplies, closing our borders, increasing our military and bringing back jobs. You’re just pissed he realized you were a moron. So go hang out with your wife who you cheated on...",1
456,"RT : I want schools to reopen just as much as the next person, but I won't send my daughter to school if it isn't safe. How ca…",1
457,"We are SO far behind in testing volume and turnaround time it’s pathetic. We need to be doing AT LEAST 2.3M tests daily with a turnaround time of <48 hours, preferably <24 hours. This is how countries like South Korea (300 deaths) managed the pandemic. Trump has failed America.",0
458,RT : FOR THE LOVE OF METAL LIVE IS AVAILABLE NOW! ARE YOU SICK OF THE COVID WORLD?! HERE'S MUSIC AND VIDEO TO GET FUCKING PISSED…,0
459,"Your grammar and punctuation are unbecoming of a college educated President. Please read up on punctuation for essential and nonessential clauses. You, sir, have unfortunately shown yourself to be nonessential in leading to curb this pandemic.",1
460,"RT : This is a tragic loss to the community, to Ontario and to Canada. And it’s directly because of funding issues. I ask the p…",0
461,"RT : Daily reminder that black lives matter, trans rights are human rights, you need to register to vote if you are of age in t…",0
462,RT : NEWS: GOP Rep. Will Hurd told me today that he now doesn't know whether he'll vote for Trump this fall. When asked about d…,1
463,"#JoinUsGavin! We’re frontline public health workers, teachers & parents who know children need smaller class sizes, #SmallBiz owners who need tax relief, people tired of paying more while corps pay less, local leaders managing budgets devastated by COVID19. #YesOn15",0
464,"RT : ""No, I don't think he did"" -- Trump dubiously claims that Herman Cain, who died from Covid after attending a Trump rally in wh…",1
465,"You & your so-called Coronavirus ""Task Force"" couldn't find your asses with a map, a GPS & and a Geiger Counter. You're an accessory to genocide.",0
466,"RT : Because it’s been a long held tenet that and I drink the same drink, I must confess to her that I have a n…",0
467,"RT : Bill Clinton on Epstein’s island with 2 young girls and a person named Emmy. Wait, I heard a pin drop. MSM are so silent abou…",1
468,RT : Hey guys - I’m partnering w the to provide masks to kids in Arizona. Every $3 donated provides a mask to a kid (made…,1
469,I mean I guess you have a point but seems like the protocols were doing quite well outside of Miami. I assume they are delaying games in hope of the stricter guidelines helping contain COVID some more (like the new no-leaving-away-hotel),1
470,"RT : I don’t care what anyone says, Dr. F is a fraud and has been wrong on everything. We need to stop listening to this insu…",0
471,"RT : So Dems and the media are fine with this I'm sure, but it's too dangerous for people to vote in person or bury their lo…",1
472,"Exactly, and some idiots think that is Trump's fault and strictly only about COVID19. One could say that Cain died from complications from colon cancer just the same.",1
473,The first image is the conclusion of studies and the studies they came from. I also provided a study from the CDC from a few months ago. There are easier ways to say you can’t refute this information. Perhaps it is you who hasn’t done much research,0
474,Filming BABY SHOES (and a filming-during-COVID safety video) tomorrow. I'm excited and feel VERY safe. We have taken major precautions and basically won't come within 10 feet of each other. But I'd appreciate any well wishes to the filmmaking gods all the same!,0
475,"RT : In an interview, a Texas man talks about how his belief that the coronavirus was a Democratic hoax led him to have a pa…",0
476,"Saying things now that you should've said 5 months ago? Disingenuous. You do not care. You were willing to allow ""blue states"" to drown with Covid w/o plans. You realize Rs live in blue states & vice versa? Sociopaths can mimic but are unable to have real feelings about others.",1
477,RT : If the weather is nice enough in Florida to hold an outdoor campaign rally then it is nice enough for the state to keep th…,1
478,"Have you seen Portland and Seattle? NYC,Chicago, etc etc. have you not seen how the Chinese government in partnership with the Democrat party use the virus to shutdown the economy of the nation? The CDC in Cahoots with big pharmaceutical? That’s precisely why.",0
479,"💭: Just curious, who here has been affected by COVID-19; either directly or indirectly - e.g. has/had, knows someone who has/had the virus? Also, I know COVID-19 has affected us all, or at least many of us, in some way or another .. but my question relates to the virus itself.",0
480,RT : I don't like being in a pandemic with y'all. It's like being on silent lunch but we keep getting days added on bc y'all…,1
481,"So this whole the dem governors are at fault is terrible logic. Ask yourself who is in charge in a pandemic situation, the federal government. Trump said he was in charge but didn’t do ANYTHING to help the process, except to sow confusion.",1
482,RT : The fact he thinks shutting a bar down at 10 pm has anything to do with this shows the governor is insanely out of touch with…,1
483,"This article carries more properties of propaganda than of a scientific research, or of a credible official recommendation. Any COVID-19 propaganda (aka ""punchy headline) is dangerous - poorly misinformed activism. Let's execute care: for info, and for each other.",1
484,RT : I can’t imagine how hard it is for people who were not allowed to say goodbye to their loved ones to watch John Lewis’s fu…,0
485,"RT : It's time to discuss the current state of the NFL under COVID19, the top 100 list and more as we vibe to lofi! I will al…",1
486,"Just so you know, HCQ is an OVER THE COUNTER DRUG in sub-Saharan African countries. It was offered over the counter in France, until the day POTUS came out and suggested it might work on COVID. They pulled it then.",0
487,RT : Sort of obsessed with how Miller doesn't either offer his umbrella to his wife or at least try to hold it over her as t…,0
488,"RT : With so many working from home to stay socially distanced these days, we made a video to salute our furry ""co-workers"" at the C…",0
489,"That's cool So when we were speculating that the non-response to covid was our government trying to kill us at the start we actually weren't that far off Every time I think things can't suck more, there's more",0
490,"Joe Biden doesn't like the coronavirus because he cannot sniff kids anymore. Stay 6 feet away from all kids #Biden even after the coronavirus is over, you old perv.",0
491,"RT : The Lame Stream Media will come up will peddle and focus on more fear with COVID 19, to bypass the #EpsteinFiles as much as t…",0
492,The US subsidizes too many countries in aid money. Canada even gets millions a year from the US even though its a first world country. Pelosi put millions in foreign aid in the first COVID Relief package.,0
493,Not to defend this person or anything but the pandemic is only really growing stronger in the US and a couple other countries. Most places have numbers far below their peaks at this point.,1
494,RT : I'm a black trans woman who has no income due to covid-19 so I'm reliant on donations to pay rent and for food. You ca…,1
495,Homeless aren't dying because COVID is smart enough not to get near San Francisco!! Hell it does not even want to go to Portland; I mean can you blame COVID; I would not be caught in either of those places.,0
496,"RT : ""The Key to Defeating COVID-19 Already Exists. We Need to Start Using It "" -- Harvey A. Risch, MD, PHD , Professor Of Epidem…",0
497,Because it includes pork in the form of F-35 bombers and a new FBI complex. We are sick and tired of your lying and gaslighting America. You are a failure and by the time you are voted out more Americans will die from COVID than the civil war which cost over 200000 lived.,1
498,"RT : We have a long way to go and we've lost far too many lives, but this is a testament to the work we're doing here in Jersey.…",0
499,"And magically people will hear about us. Because you know its not like we haven’t been on strict lockdown for several months. Yeah guys lets grab the guns we dont have, go to the base we dont have, with the people we dont have and just engage in PPW. Are you always this mental??",0
